STATE,ZIPCODE,Number of returns,Adjusted gross income (AGI),Avg AGI,Number of returns with total income,Total income amount,Avg total income,Number of returns with taxable income,Taxable income amount,Avg taxable income
OR,97348,690,34849,50.5057971,690,35550,51.52173913,550,20959,38.10727273
OR,97351,3910,170652,43.64501279,3910,173148,44.28337596,2850,95210,33.40701754
OR,97352,2640,130334,49.36893939,2640,132557,50.21098485,2030,77830,38.33990148
OR,97355,11800,533952,45.25016949,11800,541285,45.87161017,8820,314132,35.61587302
OR,97357,110,4536,41.23636364,110,4624,42.03636364,80,2485,31.0625
OR,97358,1080,67608,62.6,1080,68928,63.82222222,800,44514,55.6425
OR,97360,900,41573,46.19222222,900,41930,46.58888889,680,24288,35.71764706
OR,97361,4210,200220,47.55819477,4210,202928,48.20142518,3120,122416,39.23589744
OR,97362,1840,84582,45.96847826,1840,86073,46.77880435,1380,49086,35.56956522
OR,97364,530,28812,54.36226415,530,29300,55.28301887,410,18180,44.34146341
OR,97365,5090,269045,52.85756385,5090,275619,54.14911591,3740,170801,45.66871658
OR,97366,770,41731,54.1961039,770,42462,55.14545455,590,26592,45.07118644
OR,97367,4380,186080,42.48401826,4380,189829,43.33995434,3170,107735,33.98580442
OR,97368,1190,48198,40.50252101,1190,48805,41.01260504,820,27234,33.21219512
OR,97369,110,7271,66.1,110,7384,67.12727273,90,5052,56.13333333
OR,97370,3950,232907,58.96379747,3950,237247,60.06253165,3050,150391,49.30852459
OR,97371,350,20658,59.02285714,350,21315,60.9,280,13052,46.61428571
OR,97374,2180,105445,48.36926606,2180,107037,49.09954128,1650,62567,37.91939394
OR,97375,550,26473,48.13272727,550,26750,48.63636364,440,16107,36.60681818
OR,97376,530,28348,53.48679245,530,28796,54.33207547,390,17714,45.42051282
OR,97377,430,27884,64.84651163,430,28664,66.66046512,340,19264,56.65882353
OR,97378,2630,118743,45.14942966,2630,120430,45.79087452,1980,69054,34.87575758
OR,97380,870,39959,45.92988506,870,40665,46.74137931,650,23720,36.49230769
OR,97381,6660,420892,63.196997,6660,429385,64.47222222,5200,266530,51.25576923
OR,97383,4170,209333,50.19976019,4170,212100,50.86330935,3180,127912,40.22389937
OR,97385,1500,87870,58.58,1500,89085,59.39,1230,56505,45.93902439
OR,97386,4780,204271,42.73451883,4780,206790,43.26150628,3330,117234,35.20540541
OR,97389,750,37955,50.60666667,750,38528,51.37066667,570,23351,40.96666667
OR,97390,210,9613,45.77619048,210,9897,47.12857143,150,5869,39.12666667
OR,97391,2160,100118,46.35092593,2160,101934,47.19166667,1610,61757,38.35838509
OR,97392,2350,145046,61.72170213,2350,147050,62.57446809,1870,93632,50.07058824
OR,97394,2180,94978,43.56788991,2180,96474,44.25412844,1570,56372,35.90573248
OR,97396,1320,54045,40.94318182,1320,54552,41.32727273,980,30778,31.40612245
OR,97401,16530,963543,58.29056261,16530,983716,59.51094979,12600,654300,51.92857143
OR,97402,23060,920656,39.92437121,23060,936179,40.59752819,17030,539735,31.69318849
OR,97403,3510,240549,68.53247863,3510,246574,70.24900285,2600,169837,65.32192308
OR,97404,15220,750086,49.28291721,15220,761889,50.05840999,12000,463555,38.62958333
OR,97405,21400,1643959,76.82051402,21400,1682889,78.6396729,17100,1164601,68.10532164
OR,97408,5790,524788,90.63696028,5790,537055,92.75561313,4710,379319,80.53481953
OR,97410,320,12638,39.49375,320,12756,39.8625,220,6846,31.11818182
OR,97411,3090,136306,44.11197411,3090,139403,45.11423948,2190,82000,37.44292237
OR,97412,200,7053,35.265,200,7186,35.93,130,3919,30.14615385
OR,97413,390,18909,48.48461538,390,19227,49.3,280,11283,40.29642857
OR,97414,110,3661,33.28181818,110,3767,34.24545455,70,1910,27.28571429
OR,97415,6430,306062,47.59906687,6430,312052,48.53063764,4650,185938,39.98666667
OR,97416,320,13005,40.640625,320,13190,41.21875,220,7474,33.97272727
OR,97417,950,34325,36.13157895,950,34750,36.57894737,670,18398,27.45970149
OR,97419,540,28334,52.47037037,540,28862,53.44814815,430,17945,41.73255814
OR,97420,11020,467997,42.46796733,11020,476979,43.28303085,7920,279273,35.26174242
OR,97423,2730,121813,44.62014652,2730,124408,45.57069597,2020,71808,35.54851485
OR,97424,7090,308254,43.47729196,7090,312632,44.09478138,5150,180163,34.9831068
OR,97426,4170,229902,55.1323741,4170,233951,56.10335731,3240,144636,44.64074074
OR,97429,330,12634,38.28484848,330,12829,38.87575758,230,7242,31.48695652
OR,97430,130,4943,38.02307692,130,5058,38.90769231,80,2853,35.6625
OR,97431,930,44685,48.0483871,930,45495,48.91935484,700,27108,38.72571429
OR,97434,270,10312,38.19259259,270,10404,38.53333333,190,5581,29.37368421
OR,97435,840,34927,41.5797619,840,35381,42.1202381,610,19864,32.56393443
OR,97436,370,17397,47.01891892,370,17890,48.35135135,250,10823,43.292
OR,97437,1100,62329,56.66272727,1100,63759,57.96272727,840,40334,48.01666667
OR,97438,530,28847,54.42830189,530,29175,55.04716981,420,17959,42.75952381
OR,97439,6540,299102,45.73425076,6540,303603,46.42247706,4700,180255,38.35212766
OR,97442,710,25975,36.58450704,710,26237,36.95352113,460,13678,29.73478261
OR,97443,980,46599,47.55,980,47265,48.22959184,750,28676,38.23466667
OR,97444,2080,93537,44.96971154,2080,95276,45.80576923,1450,55659,38.38551724
OR,97446,2120,106910,50.42924528,2120,108957,51.39481132,1670,64347,38.53113772
OR,97447,270,10571,39.15185185,270,10726,39.72592593,190,5942,31.27368421
OR,97448,5300,265646,50.12188679,5300,270575,51.05188679,4100,164236,40.05756098
OR,97449,750,28360,37.81333333,750,28294,37.72533333,500,15393,30.786
OR,97450,300,11867,39.55666667,300,11889,39.63,200,6720,33.6
OR,97451,190,8172,43.01052632,190,8304,43.70526316,130,4841,37.23846154
OR,97452,620,28912,46.63225806,620,29264,47.2,480,16770,34.9375
OR,97453,390,16997,43.58205128,390,17261,44.25897436,280,10184,36.37142857
OR,97454,720,35389,49.15138889,720,35826,49.75833333,550,22148,40.26909091
OR,97455,1140,84911,74.48333333,1140,86408,75.79649123,900,58525,65.02777778
OR,97456,1250,70811,56.6488,1250,72124,57.6992,970,45725,47.13917526
OR,97457,3710,145264,39.15471698,3710,146704,39.54285714,2670,81943,30.69026217
OR,97458,1770,75826,42.83954802,1770,77814,43.96271186,1240,44949,36.24919355
OR,97459,6280,313506,49.92133758,6280,321036,51.12038217,4750,196007,41.26463158
OR,97461,290,14439,49.78965517,290,14714,50.73793103,220,8820,40.09090909
OR,97462,1520,65569,43.1375,1520,66718,43.89342105,1090,37677,34.56605505
OR,97463,1380,53860,39.02898551,1380,54529,39.51376812,960,30624,31.9
OR,97465,830,30241,36.43493976,830,30801,37.10963855,540,17245,31.93518519
OR,97466,280,10310,36.82142857,280,10519,37.56785714,200,5931,29.655
OR,97467,2070,80120,38.70531401,2070,81837,39.53478261,1400,48918,34.94142857
OR,97469,980,37537,38.30306122,980,38080,38.85714286,700,21125,30.17857143
OR,97470,8460,381441,45.08758865,8460,387766,45.83522459,6110,231622,37.9086743
OR,97471,12070,646313,53.54705882,12070,656106,54.35840928,9190,408773,44.48019587
OR,97473,120,4747,39.55833333,120,4835,40.29166667,80,2750,34.375
OR,97476,110,3916,35.6,110,4000,36.36363636,60,2210,36.83333333
OR,97477,15740,612303,38.90108005,15740,620699,39.43449809,11480,350607,30.54067944
OR,97478,15530,728061,46.88094012,15530,737945,47.51738571,11990,435539,36.32518766
OR,97479,3830,154082,40.23028721,3830,155970,40.7232376,2680,90878,33.90970149
OR,97480,100,3519,35.19,100,3552,35.52,60,1843,30.71666667
OR,97481,280,10884,38.87142857,280,10991,39.25357143,200,6105,30.525
OR,97484,100,4705,47.05,100,4755,47.55,80,2822,35.275
OR,97486,350,17806,50.87428571,350,18212,52.03428571,260,10927,42.02692308
OR,97487,3710,178636,48.14986523,3710,181100,48.81401617,2840,107285,37.77640845
OR,97488,440,28727,65.28863636,440,29483,67.00681818,320,19305,60.328125
OR,97489,670,46182,68.92835821,670,46982,70.12238806,540,31576,58.47407407
OR,97490,130,4644,35.72307692,130,4752,36.55384615,90,2558,28.42222222
OR,97492,190,7206,37.92631579,190,7285,38.34210526,130,4032,31.01538462
OR,97493,200,9949,49.745,200,10121,50.605,140,6253,44.66428571
OR,97495,960,56197,58.53854167,960,57239,59.62395833,750,36609,48.812
OR,97496,2980,113589,38.11711409,2980,114904,38.55838926,2090,62869,30.08086124
OR,97497,450,16000,35.55555556,450,16258,36.12888889,280,8760,31.28571429
OR,97498,780,33746,43.26410256,780,34419,44.12692308,550,20094,36.53454545
OR,97499,700,25712,36.73142857,700,25722,36.74571429,440,13680,31.09090909
OR,97501,19190,730592,38.07149557,19190,742115,38.67196456,13170,402445,30.55770691
OR,97502,12180,597010,49.01559934,12180,607559,49.8816913,9110,360938,39.61997805
OR,97503,4660,176313,37.83540773,4660,178383,38.27961373,3260,94257,28.91319018
OR,97504,20810,1271633,61.10682364,20810,1297377,62.34392119,15980,830674,51.98210263
OR,97520,12040,764442,63.49186047,12040,788701,65.50672757,9020,515524,57.15343681
OR,97522,240,9266,38.60833333,240,9402,39.175,160,4985,31.15625
OR,97523,2170,70857,32.65299539,2170,72126,33.23778802,1290,36491,28.2875969
OR,97524,6150,324375,52.74390244,6150,329799,53.62585366,4730,199231,42.12071882
OR,97525,2230,109556,49.12825112,2230,111438,49.97219731,1660,63140,38.03614458
OR,97526,13630,617677,45.31746148,13630,629867,46.21181218,9710,372565,38.369207
OR,97527,13470,612822,45.49532294,13470,624361,46.35196733,9750,363423,37.27415385
OR,97530,3610,236894,65.62160665,3610,242527,67.18199446,2680,158087,58.98768657
OR,97531,130,2620,20.15384615,130,2654,20.41538462,60,984,16.4
OR,97532,1440,72526,50.36527778,1440,73736,51.20555556,1050,44383,42.26952381
OR,97534,240,7017,29.2375,240,7113,29.6375,160,3450,21.5625
OR,97535,2390,93574,39.15230126,2390,95491,39.95439331,1680,52789,31.42202381
OR,97536,400,14986,37.465,400,15133,37.8325,280,8482,30.29285714
OR,97537,3080,146749,47.64577922,3080,148831,48.32175325,2200,89123,40.51045455
OR,97538,710,24917,35.0943662,710,25292,35.62253521,440,12830,29.15909091
OR,97539,1470,64174,43.65578231,1470,65103,44.2877551,1050,37630,35.83809524
OR,97540,3820,162489,42.53638743,3820,166828,43.67225131,2680,97395,36.34141791
OR,97541,530,22928,43.26037736,530,23214,43.8,360,13424,37.28888889
OR,97543,340,15654,46.04117647,340,15931,46.85588235,240,9521,39.67083333
OR,97544,840,33867,40.31785714,840,34752,41.37142857,520,19571,37.63653846
OR,97601,8620,407401,47.26229698,8620,414145,48.04466357,6090,252716,41.49688013
OR,97603,12090,536599,44.38370554,12090,544742,45.05723739,8900,318518,35.78853933
OR,97623,870,33656,38.68505747,870,34347,39.47931034,600,18051,30.085
OR,97624,1230,49819,40.50325203,1230,50455,41.0203252,860,28081,32.65232558
OR,97627,570,27479,48.20877193,570,27785,48.74561404,430,16729,38.90465116
OR,97630,2050,94039,45.87268293,2050,95754,46.70926829,1530,57065,37.29738562
OR,97632,540,20548,38.05185185,540,21121,39.11296296,390,11073,28.39230769
OR,97633,660,29210,44.25757576,660,29936,45.35757576,470,16854,35.85957447
OR,97636,170,6147,36.15882353,170,6221,36.59411765,120,3302,27.51666667
OR,97638,210,7434,35.4,210,7613,36.25238095,140,4263,30.45
OR,97639,140,4057,28.97857143,140,4095,29.25,80,1852,23.15
OR,97701,29050,2010117,69.19507745,29050,2062373,70.99390706,22980,1377119,59.92684943
OR,97702,19650,1251025,63.6653944,19650,1280815,65.18142494,15360,823769,53.63079427
OR,97707,2670,180809,67.71872659,2670,184392,69.06067416,2070,117050,56.54589372
OR,97720,1700,63493,37.34882353,1700,64527,37.95705882,1120,35636,31.81785714
OR,97730,130,9063,69.71538462,130,9424,72.49230769,100,6085,60.85
OR,97731,120,3596,29.96666667,120,3663,30.525,100,1909,19.09
OR,97733,270,10802,40.00740741,270,10961,40.5962963,200,6455,32.275
OR,97734,1120,49502,44.19821429,1120,50644,45.21785714,820,28319,34.53536585
OR,97737,190,7219,37.99473684,190,7287,38.35263158,130,4292,33.01538462
OR,97738,820,35792,43.64878049,820,36465,44.4695122,580,21446,36.97586207
OR,97739,4680,176784,37.77435897,4680,179090,38.26709402,3160,96274,30.4664557
OR,97741,4580,189507,41.37707424,4580,192901,42.11812227,3140,106911,34.04808917
OR,97750,120,4011,33.425,120,4139,34.49166667,70,2061,29.44285714
OR,97753,960,74047,77.13229167,960,76011,79.178125,770,50794,65.96623377
OR,97754,7650,333072,43.53882353,7650,337940,44.1751634,5510,193635,35.14246824
OR,97756,15610,721808,46.2401025,15610,732452,46.92197309,11480,424981,37.01925087
OR,97759,3470,258282,74.43285303,3470,264682,76.27723343,2620,173419,66.19045802
OR,97760,3110,153265,49.28135048,3110,155619,50.03826367,2360,92710,39.28389831
OR,97801,8960,435348,48.58794643,8960,443996,49.553125,6990,273965,39.19384835
OR,97810,340,19302,56.77058824,340,20039,58.93823529,270,12101,44.81851852
OR,97812,350,17881,51.08857143,350,18316,52.33142857,270,11554,42.79259259
OR,97813,590,28741,48.71355932,590,29391,49.81525424,480,17754,36.9875
OR,97814,5120,232546,45.41914063,5120,236815,46.25292969,3760,140117,37.26515957
OR,97818,1800,73793,40.99611111,1800,74441,41.35611111,1300,38012,29.24
OR,97820,490,23236,47.42040816,490,23510,47.97959184,380,14054,36.98421053
OR,97823,430,21856,50.82790698,430,22475,52.26744186,330,13825,41.89393939
OR,97824,670,37644,56.18507463,670,38574,57.57313433,540,23575,43.65740741
OR,97825,110,4503,40.93636364,110,4596,41.78181818,70,2596,37.08571429
OR,97826,480,27417,57.11875,480,28487,59.34791667,360,18059,50.16388889
OR,97827,1080,43368,40.15555556,1080,43949,40.69351852,800,24869,31.08625
OR,97828,1400,64938,46.38428571,1400,66963,47.83071429,1000,40001,40.001
OR,97830,270,10295,38.12962963,270,10561,39.11481481,180,5842,32.45555556
OR,97833,390,16549,42.43333333,390,16920,43.38461538,300,9559,31.86333333
OR,97834,420,16365,38.96428571,420,16698,39.75714286,270,9143,33.86296296
OR,97835,150,8534,56.89333333,150,9189,61.26,120,5663,47.19166667
OR,97836,810,43453,53.64567901,810,44698,55.18271605,620,28373,45.76290323
OR,97838,10690,517903,48.4474275,10690,525186,49.12871843,7950,308678,38.82742138
OR,97839,180,10167,56.48333333,180,10682,59.34444444,140,6790,48.5
OR,97841,240,13439,55.99583333,240,14046,58.525,190,8537,44.93157895
OR,97843,340,23498,69.11176471,340,24424,71.83529412,260,16782,64.54615385
OR,97844,1500,65436,43.624,1500,66091,44.06066667,1110,37095,33.41891892
OR,97845,1070,50342,47.04859813,1070,51317,47.95981308,830,30479,36.72168675
OR,97846,940,41516,44.16595745,940,42866,45.60212766,660,24773,37.53484848
OR,97850,7110,330489,46.48227848,7110,337294,47.43938115,5350,201957,37.74897196
OR,97856,130,4748,36.52307692,130,4825,37.11538462,80,2650,33.125
OR,97857,180,8122,45.12222222,180,8303,46.12777778,130,4724,36.33846154
OR,97862,4430,174749,39.44672686,4430,177413,40.04808126,3070,95727,31.18143322
OR,97865,400,15504,38.76,400,15821,39.5525,300,8629,28.76333333
OR,97867,320,13293,41.540625,320,13574,42.41875,220,7471,33.95909091
OR,97868,840,39041,46.47738095,840,39690,47.25,670,24132,36.01791045
OR,97869,420,16853,40.12619048,420,17180,40.9047619,310,9671,31.19677419
OR,97870,230,10877,47.29130435,230,11117,48.33478261,160,6904,43.15
OR,97874,120,4435,36.95833333,120,4515,37.625,80,2341,29.2625
OR,97875,1210,53912,44.5553719,1210,54536,45.07107438,930,31441,33.80752688
OR,97876,370,20579,55.61891892,370,20905,56.5,310,12495,40.30645161
OR,97877,110,4532,41.2,110,4611,41.91818182,70,2596,37.08571429
OR,97882,2470,97548,39.49311741,2470,98437,39.85303644,1760,50994,28.97386364
OR,97883,980,45084,46.00408163,980,45820,46.75510204,760,27203,35.79342105
OR,97885,580,23135,39.88793103,580,23770,40.98275862,420,13659,32.52142857
OR,97886,470,19700,41.91489362,470,20091,42.74680851,350,11399,32.56857143
OR,97901,260,9685,37.25,260,9985,38.40384615,190,4974,26.17894737
OR,97907,170,5784,34.02352941,170,5839,34.34705882,120,3022,25.18333333
OR,97910,240,8427,35.1125,240,8786,36.60833333,180,4596,25.53333333
OR,97913,1980,74354,37.55252525,1980,76075,38.42171717,1290,37705,29.22868217
OR,97914,5950,242365,40.73361345,5950,246540,41.43529412,3990,137501,34.46140351
OR,97918,1710,76186,44.55321637,1710,78111,45.67894737,1180,45454,38.52033898
PA,15001,16590,833198,50.22290536,16590,842790,50.80108499,12580,562265,44.69515103
PA,15003,5770,228194,39.54835355,5770,230824,40.00415945,4280,142799,33.36425234
PA,15005,4970,346703,69.75915493,4970,351172,70.6583501,3940,255254,64.78527919
PA,15007,210,9987,47.55714286,210,10103,48.10952381,160,6726,42.0375
PA,15009,7710,493216,63.97094682,7710,499809,64.82607004,6060,351798,58.05247525
PA,15010,13480,685778,50.87373887,13480,694274,51.50400593,10220,460784,45.08649706
PA,15012,7900,426733,54.01683544,7900,432310,54.72278481,6090,293340,48.16748768
PA,15014,1670,60570,36.26946108,1670,61288,36.6994012,1290,36658,28.41705426
PA,15015,670,83407,124.4880597,670,84953,126.7955224,590,66377,112.5033898
PA,15017,8300,600377,72.33457831,8300,609326,73.41277108,6900,438946,63.61536232
PA,15018,460,18080,39.30434783,460,18253,39.68043478,340,11052,32.50588235
PA,15019,830,46975,56.59638554,830,47479,57.20361446,660,33331,50.50151515
PA,15021,3620,188307,52.01850829,3620,190493,52.62237569,2840,127593,44.92711268
PA,15022,5010,222420,44.39520958,5010,224680,44.84630739,3740,145510,38.90641711
PA,15024,4520,265297,58.69402655,4520,268583,59.4210177,3620,184556,50.98232044
PA,15025,8050,481155,59.77080745,8050,487214,60.52347826,6200,340130,54.85967742
PA,15026,1860,119726,64.3688172,1860,121507,65.32634409,1530,85363,55.79281046
PA,15027,1200,52382,43.65166667,1200,52956,44.13,910,33455,36.76373626
PA,15030,530,17835,33.6509434,530,17974,33.91320755,410,10658,25.99512195
PA,15031,300,11582,38.60666667,300,11713,39.04333333,230,7446,32.37391304
PA,15033,2270,75396,33.21409692,2270,76160,33.55066079,1530,44024,28.77385621
PA,15034,890,33764,37.93707865,890,34046,38.25393258,680,20893,30.725
PA,15035,1140,41434,36.34561404,1140,41744,36.61754386,880,25145,28.57386364
PA,15037,5670,298378,52.62398589,5670,301760,53.22045855,4510,203573,45.13813747
PA,15042,4400,253205,57.54659091,4400,256096,58.20363636,3580,176883,49.40865922
PA,15043,1070,58027,54.23084112,1070,58590,54.75700935,850,39398,46.35058824
PA,15044,14180,1663815,117.3353315,14180,1688805,119.0976728,11630,1320806,113.5688736
PA,15045,2100,74622,35.53428571,2100,75294,35.85428571,1550,45093,29.09225806
PA,15046,1330,71179,53.51804511,1330,71879,54.0443609,1060,48048,45.32830189
PA,15049,560,23291,41.59107143,560,23560,42.07142857,430,14929,34.71860465
PA,15050,1310,73793,56.33053435,1310,74633,56.97175573,1040,50624,48.67692308
PA,15051,230,9765,42.45652174,230,9871,42.9173913,190,6572,34.58947368
PA,15052,1690,82335,48.71893491,1690,83104,49.1739645,1350,53919,39.94
