Brewery,Borough,Neighborhood,Name,Style,Alcohol by Volume,RatingsCount,Rating
Threes Brewing,Brooklyn,Park Slope,Other Ephemera,American Lager,4.8,16,4
Threes Brewing,Brooklyn,Park Slope,Short Fuse,American Lager,4.2,16,3.96
Threes Brewing,Brooklyn,Park Slope,Unintentional Fallacy,American Imperial IPA,8,16,4.06
Threes Brewing,Brooklyn,Park Slope,Nothing Is Forever,American Imperial Stout,11,17,4.29
Threes Brewing,Brooklyn,Park Slope,Paradigmatic Flexibility,American Wild Ale,6.3,19,3.85
Threes Brewing,Brooklyn,Park Slope,You People (DDH),American IPA,6.7,19,4.17
Threes Brewing,Brooklyn,Park Slope,Eternal Return: Cabernet Sauvignon,American Wild Ale,9.44,2,4.7
Threes Brewing,Brooklyn,Park Slope,In Limbo,German Pilsner,5.2,2,3.93
Threes Brewing,Brooklyn,Park Slope,People Power,German Pilsner,5,2,3.93
Threes Brewing,Brooklyn,Park Slope,Public Property,American IPA,6.5,2,4.36
Threes Brewing,Brooklyn,Park Slope,Pyrrhic Victory,American Wild Ale,6.5,2,4.16
Threes Brewing,Brooklyn,Park Slope,Tempting Fate,American IPA,5.4,2,3.95
Threes Brewing,Brooklyn,Park Slope,Threes / Burial - Backways,English Dark Mild Ale,3.1,2,3.88
Threes Brewing,Brooklyn,Park Slope,Threes / Highland Park - Every Something,American Imperial IPA,8.4,2,4.36
Threes Brewing,Brooklyn,Park Slope,Wine Barrel Aged Voluntary Exile,Baltic Porter,8.7,2,4.36
Threes Brewing,Brooklyn,Park Slope,Single Tree IPA,American IPA,6,20,3.79
Threes Brewing,Brooklyn,Park Slope,Kicking And Screaming,German Pilsner,5.2,23,3.93
Threes Brewing,Brooklyn,Park Slope,Voluntary Exile,Baltic Porter,8,24,4.1
Threes Brewing,Brooklyn,Park Slope,Yclept,Bohemian Pilsener,5.1,24,4
Threes Brewing,Brooklyn,Park Slope,Arboretum,American Pale Ale (APA),5,26,3.83
Threes Brewing,Brooklyn,Park Slope,"Everything Was Forever, Until It Was No More",Russian Imperial Stout,10,28,4.19
Threes Brewing,Brooklyn,Park Slope,Bad Faith,Belgian Witbier,4.8,3,3.64
Threes Brewing,Brooklyn,Park Slope,Crying On The Inside,American IPA,6.7,3,4.1
Threes Brewing,Brooklyn,Park Slope,Find-And-Replace,English Oatmeal Stout,5,3,3.9
Threes Brewing,Brooklyn,Park Slope,"First Thought, Best Thought",American Imperial IPA,8,3,4.33
Threes Brewing,Brooklyn,Park Slope,Internal Contradictions (Nelson Sauvin),Berliner Weisse,3.7,3,3.92
Threes Brewing,Brooklyn,Park Slope,Never-not,American IPA,7.4,3,4.03
Threes Brewing,Brooklyn,Park Slope,Thoughts As Objects,American Porter,6.4,3,3.98
Threes Brewing,Brooklyn,Park Slope,Threes / Bearded Iris - Dreams of Yesterday,German Pilsner,4.8,3,4.01
Threes Brewing,Brooklyn,Park Slope,Threes / J. Wakefield - Many Worlds,American Wild Ale,6.8,3,4.3
Threes Brewing,Brooklyn,Park Slope,Attention Span,American Pale Ale (APA),5.2,30,4.08
Threes Brewing,Brooklyn,Park Slope,You People,American IPA,6.66,35,4.02
Threes Brewing,Brooklyn,Park Slope,Table Beer,Belgian Saison,4.2,39,3.87
Threes Brewing,Brooklyn,Park Slope,All Or Nothing,American Imperial IPA,8.3,4,4.3
Threes Brewing,Brooklyn,Park Slope,"Courage, My Love",American Lager,5.2,4,3.62
Threes Brewing,Brooklyn,Park Slope,Entropy Reigns Supreme,New England IPA,10,4,4.08
Threes Brewing,Brooklyn,Park Slope,Eternal Return: Sauvignon Blanc 2015 Harvest - Brett Vintage,American Brett,0,4,4.02
Threes Brewing,Brooklyn,Park Slope,Gender Neutral,American Lager,4.5,4,3.69
Threes Brewing,Brooklyn,Park Slope,Atomic Swerve,American Pale Ale (APA),5.6,40,3.96
Threes Brewing,Brooklyn,Park Slope,Temporary Identity,American IPA,6,40,4.1
Threes Brewing,Brooklyn,Park Slope,Bad Wallpaper,American IPA,6.5,48,4.08
Threes Brewing,Brooklyn,Park Slope,Barrel-Aged Wandering Bine,Belgian Saison,5.3,5,3.97
Threes Brewing,Brooklyn,Park Slope,Far Between,German Märzen / Oktoberfest,0,5,4.03
Threes Brewing,Brooklyn,Park Slope,Fool's Errand,American Imperial IPA,8,5,4.28
Threes Brewing,Brooklyn,Park Slope,Half Joking,American Wild Ale,4.9,5,4.01
Threes Brewing,Brooklyn,Park Slope,Sound of Exclamation,American Barleywine,11,5,4.29
Threes Brewing,Brooklyn,Park Slope,There You Go,American IPA,5.9,5,3.86
Threes Brewing,Brooklyn,Park Slope,What Might Have Been,German Kellerbier / Zwickelbier,4.7,5,3.85
Threes Brewing,Brooklyn,Park Slope,Wandering Bine,Belgian Saison,6.5,50,3.91
Threes Brewing,Brooklyn,Park Slope,Constant Disappointment,American IPA,7.2,51,4.22
Threes Brewing,Brooklyn,Park Slope,Here Ya Go,American Pale Ale (APA),5.2,56,4.01
Threes Brewing,Brooklyn,Park Slope,Dare To Know,American IPA,6.5,6,4.25
Threes Brewing,Brooklyn,Park Slope,Echo Of Nothing,American Lager,5.5,6,3.88
Threes Brewing,Brooklyn,Park Slope,Good On Paper,Belgian Pale Ale,5.7,6,4
Threes Brewing,Brooklyn,Park Slope,Grain Of Salt,Belgian Saison,5.8,6,3.99
Threes Brewing,Brooklyn,Park Slope,Half Truth,American Pale Ale (APA),4.5,6,3.89
Threes Brewing,Brooklyn,Park Slope,Twisted Thoughts,American Imperial IPA,8,6,3.77
Threes Brewing,Brooklyn,Park Slope,There You Are,American IPA,7,60,3.96
Threes Brewing,Brooklyn,Park Slope,Beyond The Void,American Imperial IPA,8.3,7,4.37
Threes Brewing,Brooklyn,Park Slope,Exercise In Futility,German Kellerbier / Zwickelbier,5,7,3.85
Threes Brewing,Brooklyn,Park Slope,Gowanus Gold,Japanese Rice Lager,4.6,7,4.05
Threes Brewing,Brooklyn,Park Slope,The World Is Flat,English Pale Ale,5.4,7,3.81
Threes Brewing,Brooklyn,Park Slope,I Hate Myself,American IPA,7.4,75,4.04
Threes Brewing,Brooklyn,Park Slope,Chronic Myopia,American IPA,6.9,76,4.14
Threes Brewing,Brooklyn,Park Slope,Electric Crimson,Belgian Saison,6.5,8,3.9
Threes Brewing,Brooklyn,Park Slope,No Panacea,American Imperial IPA,8.2,8,4.26
Threes Brewing,Brooklyn,Park Slope,Passing Time,Belgian Saison,4.5,8,3.88
Threes Brewing,Brooklyn,Park Slope,Tyranny Of Mirrors,American Pale Ale (APA),4.75,8,3.83
Threes Brewing,Brooklyn,Park Slope,Counterpart,American Pale Wheat Ale,4.5,9,3.72
Threes Brewing,Brooklyn,Park Slope,The Dictator Is The People,Belgian Saison,5.8,9,4.07
Threes Brewing,Brooklyn,Park Slope,Unreliable Narrator,American IPA,7.5,97,4.13
